SubmissionDate,start,end,Enumerator,date,Type_of_agroforestry,plant_name-Common_Name,plant_name-Genus,plant_name-Species,is_it_new_species,plant_measurements-DBH,plant_measurements-Height,plant_measurements-Canopy_Diameter,photo-Whole_Tree,photo-Canopy,photo-Flowers,photo-Fruits,photo-Trunk,external_gps_number,gps-Latitude,gps-Longitude,gps-Altitude,gps-Accuracy,comments,__version__,_version_,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status
2024-10-13T10:33:39.242Z,2024-10-08T12:24:26.293+03:00,2024-10-13T09:50:19.598+03:00,juliet_onditi,2024-10-08,cropland_agroforestry,Omosarara,Leuceana ,leucecophala,no,150,1600,30.0,1728380164346.jpg,1728380170841.jpg,1728380177474.jpg,1728380183226.jpg,1728380188400.jpg,,-0.5773707,34.7452817,1463.5,4.6,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:599e26ed-972a-4169-85df-9103b606d6bd,uuid:599e26ed-972a-4169-85df-9103b606d6bd,616,Lacuna Data Collectors,5,5
2024-10-13T10:33:37.006Z,2024-10-08T12:15:17.280+03:00,2024-10-13T09:37:47.616+03:00,juliet_onditi,2024-10-08,cropland_agroforestry,Omosabisabi,Senna,sesbania ,no,16,600,8.0,1728379012575.jpg,1728379019455.jpg,1728379025120.jpg,1728379030546.jpg,1728379038343.jpg,,-0.5771092,34.7452042,1476.3,4.88,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:8d60bcff-de90-4a09-8085-c8fd72507b61,uuid:8d60bcff-de90-4a09-8085-c8fd72507b61,616,Lacuna Data Collectors,5,5
2024-10-13T10:33:34.195Z,2024-07-19T11:42:32.220+03:00,2024-10-13T11:58:52.479+03:00,juliet_onditi,2024-07-19,cropland_agroforestry,Swamp white oak,Quercus,bicolor ,yes,80,300,3.0,1721378648321.jpg,1721378656965.jpg,1721378663989.jpg,1721378670328.jpg,1721378680110.jpg,,-3.3740869,38.3447895,1712.2,3.9,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:7dfe4bb2-3316-4c91-b23a-9e2f573a8953,uuid:7dfe4bb2-3316-4c91-b23a-9e2f573a8953,616,Lacuna Data Collectors,5,5
2024-10-13T10:32:43.590Z,2024-10-11T15:55:19.869+03:00,2024-10-13T12:34:19.263+03:00,sarah_mwangi,2024-10-11,pasture_agroforestry,Common teak,Tectona,grandis,no,55,500,90.0,1728651416289.jpg,1728651424309.jpg,1728651432188.jpg,1728651440001.jpg,1728651447291.jpg,,-0.815106,35.5371038,2080.1,4.78,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:9af7a1e4-0526-4951-ab86-b13dee983457,uuid:9af7a1e4-0526-4951-ab86-b13dee983457,616,Lacuna Data Collectors,5,5
2024-10-13T10:32:41.846Z,2024-10-10T15:08:21.226+03:00,2024-10-13T12:42:59.431+03:00,sarah_mwangi,2024-10-10,pasture_agroforestry,Prunus sp,Prunus ,lusitanica,no,28,500,400.0,1728562157472.jpg,1728562164767.jpg,1728562175473.jpg,1728562182367.jpg,1728562193188.jpg,,-0.8625333,35.0832122,1872.6000000000001,4.78,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:559f58f8-5416-4232-8475-5e122e5728a5,uuid:559f58f8-5416-4232-8475-5e122e5728a5,616,Lacuna Data Collectors,5,5
2024-10-13T05:20:22.345Z,2024-10-12T16:37:08.919+03:00,2024-10-12T16:49:38.311+03:00,david_makori,2024-10-12,pasture_agroforestry,a,a,a,no,75,650,950.0,1728740282260.jpg,1728740293402.jpg,1728740319971.jpg,1728740327723.jpg,1728740339981.jpg,,-1.3316445,35.9875771,1507.9,4.74,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:c5f51f33-b9af-472a-8a90-ff0c67a5c91a,uuid:c5f51f33-b9af-472a-8a90-ff0c67a5c91a,616,Lacuna Data Collectors,5,5
2024-10-13T05:20:10.076Z,2024-10-12T16:30:46.491+03:00,2024-10-12T22:43:32.551+03:00,david_makori,2024-10-12,pasture_agroforestry,Osogonoi,Warbugia,ugandensis,no,35,950,550.0,1728739953656.jpg,1728739960459.jpg,1728739967453.jpg,1728739974806.jpg,1728739995133.jpg,,-1.3323584,35.9870499,1527.5,5.0,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:c0803ef9-dbf8-4f99-946c-2b1b7d24435a,uuid:c0803ef9-dbf8-4f99-946c-2b1b7d24435a,616,Lacuna Data Collectors,5,5
2024-10-13T05:20:05.365Z,2024-10-12T16:23:40.720+03:00,2024-10-12T16:30:19.485+03:00,david_makori,2024-10-12,pasture_agroforestry,Fig tree,Ficus,inspida,no,1200,3800,4800.0,1728739733824.jpg,1728739741376.jpg,1728739749389.jpg,1728739755977.jpg,1728739762679.jpg,,-1.3325487,35.9869571,1525.6,5.0,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:81a44cc2-4b9e-455b-a874-895069b193d4,uuid:81a44cc2-4b9e-455b-a874-895069b193d4,616,Lacuna Data Collectors,5,5
2024-10-13T05:19:58.559Z,2024-10-12T15:52:25.911+03:00,2024-10-12T15:54:06.756+03:00,david_makori,2024-10-12,natural_forest_agroforestry,Camphorwood ,Tarchonanthus ,camphoratus ,no,65,450,750.0,1728737586222.jpg,1728737596969.jpg,1728737606466.jpg,1728737615300.jpg,1728737623433.jpg,,-1.2831329,35.9740185,1756.9,4.933,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:32bacf20-9a1e-4658-95b7-f1622faa3a84,uuid:32bacf20-9a1e-4658-95b7-f1622faa3a84,616,Lacuna Data Collectors,5,5
2024-10-13T05:19:51.682Z,2024-10-12T15:50:32.676+03:00,2024-10-12T15:52:21.076+03:00,david_makori,2024-10-12,natural_forest_agroforestry,Acacia ,Acacia ,tortilis ,no,25,220,320.0,1728737484976.jpg,1728737493899.jpg,1728737502865.jpg,1728737508978.jpg,1728737516689.jpg,,-1.282999,35.9740508,1756.7,4.916,,v4kBPjrPD6gWYgj7woobrZ,v7rXPKjiN2BA8eE6GQgXx3,uuid:aafa19cc-1fb2-4e34-aa6e-1d9dff71279c,uuid:aafa19cc-1fb2-4e34-aa6e-1d9dff71279c,616,Lacuna Data Collectors,5,5
